"avrid","avpathid","avobsdate","avobstime","avobserverid","avtype","avtriggertyp","avtrigger","avrelativesize","avdestructivesize","avinterface","sz_vert","sz_horiz","sz_avgslope","sz_elev_m","sz_aspect","term_elev_m","av_vert_m","crown_width_m","ch_max_cm","ch_min_cm","ch_diff_cm","term_longpath","term_shortPath","term_detail","term_moist","deb_rail","deb_rail_w","deb_rail_d","deb_hwy","deb_hwy_w","deb_hwy_d","avcomment","edcr_user","edcr_time","edcr_ip","eded_user","eded_time","eded_ip"
"422","SHED11","2008-12-30","09:50:00","stein_01","SS","5","NU","R1","D2","U","U","U","0","0",,"0","0","0","0","0","0","U","-","U","U","0","0.0","0.0","0","0.0","0.0","Debris terminus not observed but no debris on the grade.","Adam","2020-05-28 12:43:27","139.51.15.17","Adam","2020-05-28 13:17:44","139.51.15.17"
"423","SHED107","2008-12-30","09:50:00","stein_01","U","5","NU","R1","D2","U","U","U","0","0",,"0","0","0","0","0","0","U","-","U","U","0","0.0","0.0","0","0.0","0.0","Debris terminus not observed, but no debris on the grade.","Adam","2020-05-28 12:44:19","139.51.15.17","Adam","2020-05-28 13:17:34","139.51.15.17"
"424","SHED07E","2008-12-30","09:50:00","stein_01","SS","5","NU","R3","D2.5","G","T","C","0","1920","N","1340","580","0","0","0","0","U","-","U","U","1","0.0","0.0","0","0.0","0.0","Path filled, debris over shed.","Adam","2020-05-28 12:50:15","139.51.15.17","Ted","2020-06-29 10:34:37","64.91.61.64"
"425","SHED07W","2008-12-30","09:50:00","stein_01","SS","5","NU","R3","D2.5","G","U","U","0","1950",,"1460","490","0","0","0","0","U","-","U","U","0","0.0","0.0","0","0.0","0.0","Path filled, debris ran to Shed 7 East confluence.","Adam","2020-05-28 12:52:16","139.51.15.17","Adam","2020-05-28 13:17:16","139.51.15.17"
"427","PATH1163","2009-01-03","19:30:00","stein_01","U","5","NU","U","U","U","U","U","0","0",,"0","0","0","0","0","0","U","-","U","U","0","0.0","0.0","0","0.0","0.0","Debris on the grade reported by train crew that was able to push through. Night time hours, no other information recorded.","Adam","2020-05-28 12:58:10","139.51.15.17","Adam","2020-05-28 13:00:10","139.51.15.17"
"428","SHED07E","2008-01-16","09:30:00","stein_01","SS","5","NC","R1","D1.5","U","M","L","0","0",,"0","0","0","0","0","0","TK","-","U","U","0","0.0","0.0","0","0.0","0.0","SS likely triggered by cornice fall.  Cornice- mid-slope.Lookers Left.","Ted","2020-05-28 13:03:32","64.91.61.64","Ted","2020-05-28 13:04:08","64.91.61.64"
"429","UMBRELLA","2009-01-08","05:00:00","clark_01","SS","5","NU","U","D1.5","U","U","U","0","0","N","0","0","0","0","0","0","U","BP","U","U","1","0.0","0.0","0","0.0","0.0","Debris terminated at rail grade elevation.","Adam","2020-05-28 13:08:29","139.51.15.17","Ted","2020-06-29 10:59:56","64.91.61.64"
"430","CB1160","2009-01-07","08:22:00","stein_01","SS","5","NU","U","D1.5","U","T","U","0","0",,"0","0","0","100","50","75","U","BP","U","U","0","0.0","0.0","0","0.0","0.0","Ran 150' vertical feet. Unknown if debris reached grade.","Adam","2020-05-28 13:15:09","139.51.15.17","Adam","2020-05-28 13:16:27","139.51.15.17"
"431","JAVA","2009-02-28","13:45:00","stein_01","SS","2","AS","R3","D3","O","T","U","0","0",,"0","0","0","0","0","0","BR","-","U","U","0","0.0","0.0","0","0.0","0.0",,"Adam","2020-05-28 13:21:17","139.51.15.17",NULL,"0000-00-00 00:00:00",NULL
"432","PATH1163","2009-03-20","16:00:00","clark_01","L","5","NU","R2","U","U","U","U","0","0",,"0","0","0","0","0","0","U","-","U","U","0","0.0","0.0","0","0.0","0.0","Debris ran 2/3 path terminating above the grade.","Adam","2020-05-28 13:28:48","139.51.15.17",NULL,"0000-00-00 00:00:00",NULL
"433","SHED07W","2008-02-11","00:00:00","stein_01","SS","5","NU","R1","D2","U","T","L","0","0",,"0","0","0","0","0","0","TK","-","U","U","0","0.0","0.0","0","0.0","0.0","Released just below ridge top cornice. Debris terminus in upper 1/3rd of Shed 7 West path.","Ted","2020-05-28 13:39:35","64.91.61.64",NULL,"0000-00-00 00:00:00",NULL
"434","JAVA","2007-02-07","09:45:00","clark_01","SS","5","NU","R3","U","U","U","U","0","0",,"0","0","0","0","0","0","U","-","U","U","0","0.0","0.0","0","0.0","0.0","Located on the top of Java Mountain.","Adam","2020-05-28 14:31:17","139.51.15.17",NULL,"0000-00-00 00:00:00",NULL
"435","JAKES","2005-01-17","20:30:00","stein_01","WS","5","NU","R2","D1","U","U","U","0","0",,"0","0","0","0","0","0","TR","-","U","U","0","0.0","0.0","0","0.0","0.0","Debris terminated above the rail.","Adam","2020-05-28 14:47:39","139.51.15.17","Adam","2020-05-28 14:48:20","139.51.15.17"
"436","PATH1163","2005-01-18","09:25:00","stein_01","SS","5","NU","R2","D2.5","U","U","U","0","0",,"0","0","0","0","0","0","TR","-","U","U","0","0.0","0.0","0","0.0","0.0","Debris ran 2/3 path terminating above the rail.","Adam","2020-05-28 14:50:00","139.51.15.17","Adam","2020-05-28 15:12:46","139.51.15.17"
"437","INFINITY","2005-01-18","09:30:00","stein_01","SS","5","NU","R2","D2","U","U","U","0","0",,"0","0","0","0","0","0","TR","-","U","U","0","0.0","0.0","0","0.0","0.0","Debris ran mid-path terminating above the rail.","Adam","2020-05-28 14:51:34","139.51.15.17","Adam","2020-05-28 14:53:43","139.51.15.17"
"438","SHED07W","2005-01-18","10:52:00","stein_01","SS","5","NU","R2","D3","U","T","U","0","0",,"0","0","0","0","0","0","TK","-","U","U","0","0.0","0.0","0","0.0","0.0","Debris ran mid-path terminating above the rail.","Adam","2020-05-28 14:53:09","139.51.15.17","Adam","2020-05-28 14:53:31","139.51.15.17"
"439","SHED05","2005-01-18","11:00:00","stein_01","U","5","NU","R2","D2","U","T","U","0","0",,"0","0","0","0","0","0","U","-","U","U","0","0.0","0.0","0","0.0","0.0","Debris terminated above the rail.","Adam","2020-05-28 14:54:54","139.51.15.17",NULL,"0000-00-00 00:00:00",NULL
"440","SHED10","2005-01-18","01:10:00","stein_01","SS","5","NU","R2","D2.5","U","T","U","0","0",,"0","0","0","0","0","0","U","-","U","U","0","0.0","0.0","0","0.0","0.0","Debris terminated above the rail.","Adam","2020-05-28 14:56:36","139.51.15.17",NULL,"0000-00-00 00:00:00",NULL
"441","JAVA","2005-01-19","09:30:00","stein_01","SS","5","NU","R2","D2","U","T","U","0","0",,"0","0","0","0","0","0","U","-","U","U","0","0.0","0.0","0","0.0","0.0","Java Mtn. path on looker's left side.","Adam","2020-05-28 14:58:20","139.51.15.17","Adam","2020-05-28 14:59:02","139.51.15.17"
"442","JAVA","2005-01-19","09:30:00","stein_01","SS","5","NU","R2","D2","U","T","U","0","0",,"0","0","0","0","0","0","U","-","U","U","0","0.0","0.0","0","0.0","0.0","Java Mtn. looker's right side.","Adam","2020-05-28 15:00:06","139.51.15.17","Adam","2020-05-28 15:00:32","139.51.15.17"
"443","JAVA","2005-01-19","09:55:00","stein_01","SS","5","NU","R4","D3","U","T","U","0","0",,"0","0","0","0","0","0","BR","-","U","U","0","0.0","0.0","0","0.0","0.0","Java Mtn. looker's center path, entire path released.","Adam","2020-05-28 15:02:00","139.51.15.17","Adam","2020-05-28 15:04:48","139.51.15.17"
"444","PATH1163","2005-03-28","10:00:00","stein_01","SS","5","NU","R2","D2","U","T","U","0","0",,"0","0","0","0","0","0","TR","-","U","U","0","0.0","0.0","0","0.0","0.0","Debris ran to mid-path terminating above the rail under the west-facing lower headwall.","Adam","2020-05-28 15:04:21","139.51.15.17",NULL,"0000-00-00 00:00:00",NULL
"445","SHED07W","2005-03-28","10:30:00","stein_01","SS","5","NU","R2","D2.5","U","M","U","0","0",,"0","0","0","0","0","0","TK","-","U","U","0","0.0","0.0","0","0.0","0.0","Debris ran to the Shed 7 East confluence.","Adam","2020-05-28 15:06:15","139.51.15.17","Adam","2020-05-28 15:06:58","139.51.15.17"
"446","SHED07E","2005-03-28","10:20:00","stein_01","SS","5","NU","R2","D2","U","M","U","0","0",,"0","0","0","0","0","0","TK","-","U","U","0","0.0","0.0","0","0.0","0.0","Debris terminated above the rail.","Adam","2020-05-28 15:08:11","139.51.15.17","Adam","2020-05-28 15:08:36","139.51.15.17"
"447","SHED08","2005-03-28","10:25:00","stein_01","SS","5","NU","R2","D2","U","T","U","0","0",,"0","0","0","0","0","0","TK","-","U","U","0","0.0","0.0","0","0.0","0.0","Debris terminated above the rail.","Adam","2020-05-28 15:09:41","139.51.15.17",NULL,"0000-00-00 00:00:00",NULL
"451","TestSlope2","2021-01-05","13:30:00","clark_01","SS","2","AS","R2","D1","I","T","C","0","1710","SE","1695","15","5","20","5","13","U","TP","U","D","0","0.0","0.0","0","0.0","0.0",,"Adam","2021-01-08 19:00:31","139.51.15.17",NULL,"0000-00-00 00:00:00",NULL
"452","PATH1163","2021-01-13","04:32:00","clark_01","SS","5","NU","R2","D2","S","T","L","0","1950","SE","1400","550","100","30","30","30","TR","-","U","W","0","0.0","0.0","0","0.0","0.0","Crown was partly filled back in but was likely a D2. Other WL and entrainment in the same path made debris at the terminus larger. The track just above the terminus debris pile was gouged out.","Adam","2021-01-13 20:34:17","139.51.15.22","Adam","2021-01-13 22:50:15","139.51.15.22"
"453","PATH1163","2021-01-13","04:37:00","clark_01","WL","5","NU","R2","D1.5","S","M","U","0","1800","S","1400","400","0","0","0","0","TR","-","U","U","0","0.0","0.0","0","0.0","0.0","Same photo for the slab ","Adam","2021-01-13 20:39:59","139.51.15.22",NULL,"0000-00-00 00:00:00",NULL
"454","SHED10","2021-01-13","04:41:00","clark_01","WL","5","NU","R2","D2","S","T","C","0","1890","SE","1675","215","0","0","0","0","TK","-","U","W","0","0.0","0.0","0","0.0","0.0","May have started as a loose dry or even a slab? But no crown visible in the start zone.","Adam","2021-01-13 20:45:19","139.51.15.22",NULL,"0000-00-00 00:00:00",NULL
"455","BROKEN","2021-01-13","04:45:00","clark_01","SS","5","NU","U","D2","S","T","R","0","2135","N","1830","305","0","0","0","0","TK","-","U","U","0","0.0","0.0","0","0.0","0.0","Observed from Hwy 2 and not many details known. Visibility limited but a crown was visible and a D2-sized debris pile down in the runout.","Adam","2021-01-13 20:48:09","139.51.15.22",NULL,"0000-00-00 00:00:00",NULL
"456","MCAMSER","2021-01-13","04:32:00","clark_01","SS","5","NU","R3","D2","I","M","C","0","2255","E","2070","185","100","30","30","30","TR","-","U","U","0","0.0","0.0","0","0.0","0.0","Obs from Hwy 2 morning of Jan 14th. Crown dimensions are rough estimates.","Adam","2021-01-14 23:42:42","184.166.43.50","Adam","2021-01-14 23:50:42","184.166.43.50"
"457","INFINITY","2021-01-13","04:43:00","clark_01","WL","5","NU","R1","D2","S","T","C","0","1830","S","1585","245","0","0","0","0","TK","-","U","W","0","0.0","0.0","0","0.0","0.0",,"Adam","2021-01-14 23:45:33","184.166.43.50",NULL,"0000-00-00 00:00:00",NULL
"458","JAVA","2021-01-13","04:45:00","clark_01","SS","5","NU","R3","D2","I","U","U","0","1951","N","0","1951","200","50","30","40","U","-","U","U","0","0.0","0.0","0","0.0","0.0","Could not view the terminus so runout unknown. Crown dimensions are rough estimates","Adam","2021-01-14 23:50:15","184.166.43.50",NULL,"0000-00-00 00:00:00",NULL
"459","GRIZZLY","2021-01-13","04:00:00","clark_01","WL","5","NU","R2","D2","S","T","U","0","1980","E","1700","280","0","0","0","0","TK","-","U","W","0","0.0","0.0","0","0.0","0.0","Observed on Jan. 28th but ran on Jan. 13th. About 10 avalanches on the east face above the creek.","Adam","2021-01-29 00:05:46","184.166.43.50",NULL,"0000-00-00 00:00:00",NULL
"460","LARRY","2021-02-03","13:20:00","clark_01","U","5","NU","U","D2","U","T","U","0","1890","N","1525","365","0","0","0","0","TK","-","U","U","0","0.0","0.0","0","0.0","0.0","Viewed from across the Canyon and from Hwy. Unknown when it ran. Obs on the 3rd.","Adam","2021-02-08 15:23:22","139.51.15.22",NULL,"0000-00-00 00:00:00",NULL
"461","JAVA","2021-02-07","13:25:00","clark_01","SS","5","N","R2","D3","O","T","L","0","2015","NE","0","2015","650","100","50","75","U","-","U","U","0","0.0","0.0","0","0.0","0.0","Observed on 2/7 at 1600 from Hwy 2. Likely ran in the past 24 hours. Visibility limited, debris terminus elevation unknown, and other dimensions are rough estimates. Better vis on 2/9 (photo)","Adam","2021-02-08 15:32:40","139.51.15.22","Adam","2021-02-10 00:03:01","184.166.43.50"
"462","GOATLICK","2021-02-06","22:04:00","clark_01","SS","5","NU","R1","D2","O","T","C","0","0","SW","0","0","0","0","0","0","U","-","U","U","0","0.0","0.0","0","0.0","0.0","Obs on 2/9 (photo) details unknown but appears about D2 size","Adam","2021-02-10 00:06:18","184.166.43.50",NULL,"0000-00-00 00:00:00",NULL
"463","GRIZZLY","2021-02-06","22:08:00","clark_01","SS","5","NU","R2","D2.5","O","T","C","0","2040","E","1670","370","200","100","50","75","U","-","U","U","0","0.0","0.0","0","0.0","0.0","Obs on 2/9 suspect buried surface hoar as weak layer.","Adam","2021-02-10 00:11:33","184.166.43.50","Adam","2021-02-10 00:23:55","184.166.43.50"
"464","GOATLICK","2021-02-11","16:56:00","clark_01","SS","5","NU","R2","D2.5","O","T","R","0","2285","W","0","2285","250","150","75","113","U","-","U","U","0","0.0","0.0","0","0.0","0.0","Obs on 2/11 and thinking it ran sometime in last 24 hrs. Did not see this crown on Tue 2/9. Unknown debris terminus but did reach Hwy 2. Suspect weak layer around the Jan. 13 crust.","Adam","2021-02-11 19:01:30","139.51.15.22","Adam","2021-02-11 19:24:46","139.51.15.22"
"465","SECOND","2021-02-21","20:30:00","clark_01","SS","5","NU","U","D2","U","M","C","0","1525","S","1310","215","0","0","0","0","BR","-","-","D","1","10.0","1.5","0","0.0","0.0","Many details lacking for this avalanche. Possibly a wildlife trigger or just heavy wind-loading? Suspect failure layer was the mid-Jan FC. Appeared to have originated in thicker trees about mid-path. Never could see a crown in SZ. Moving debris popped out 2nd smaller crown (1'thick x 20' wide) right above rail which increased D-size.","Adam","2021-03-08 12:10:36","10.30.72.4","Adam","2021-03-08 12:13:55","10.30.72.4"
"466","JAVAGA","2021-02-22","14:20:00","clark_01","SS","5","N","R3","D2.5","O","M","L","40","1280","E","1220","60","100","150","30","90","U","BP","U","U","1","50.0","2.0","0","0.0","0.0","Debris stopped at slide fence with no debris actually burying the rail. Deepest part of debris was about 2 m.","Adam","2021-03-08 12:20:10","10.30.72.4","Adam","2021-03-08 12:23:07","10.30.72.4"
"467","PATH1163","2021-02-23","08:30:00","clark_01","SS","5","NU","U","D2","U","U","U","0","0","S","0","0","0","0","0","0","U","-","U","U","0","0.0","0.0","0","0.0","0.0","No other details known other than suspecting it was a soft slab, about D2-sized, and ran about 2/3rds path","Adam","2021-03-08 12:22:43","10.30.72.4",NULL,"0000-00-00 00:00:00",NULL
"468","SHED07W","2021-02-23","11:03:00","clark_01","HS","5","NC","R3","D3","O","T","C","0","2042","E","1310","732","500","300","100","200","BR","-","3F","D","1","80.0","2.0","0","0.0","0.0","Reported by track inspector shortly after 1100. Debris over top of the Shed and beyond, but East end not breached. Also caught on Umbrella Fence camera. Investigation on Feb 25 confirmed failure layer was FC above Jan. 13 crust. Extensive vegetation damage in the runout.","Adam","2021-03-08 12:46:32","10.30.72.4","Adam","2021-03-08 12:47:03","10.30.72.4"
"469","PATH1163","2021-02-24","12:03:00","clark_01","HS","1","AH","R3","D3","U","T","C","0","2195","S","1280","915","250","200","130","165","TR","-","1F","U","0","0.0","0.0","0","0.0","0.0","Debris stopped right above slide fence. Triggered by 2 Avy Guard charges (7# each). Suspect mid-Jan FC as failure layer. Some vegetation damage in the path.","Adam","2021-03-08 12:54:28","10.30.72.4","Adam","2021-03-08 13:00:53","10.30.72.4"
"470","SHED09","2021-02-24","12:30:00","clark_01","HS","1","AH","R3","D3","O","T","L","0","2045","SE","1340","705","300","250","150","200","MR","-","2F","D","0","0.0","0.0","0","0.0","0.0","Debris terminated about 100' from the top of the Shed. Suspect mid-Jan. FC as failure layer. Triggered by 1 Avy Guard charge (7#). Extensive vegetation damage in the path.","Adam","2021-03-08 13:00:33","10.30.72.4","Adam","2021-03-08 13:03:26","10.30.72.4"
"471","SHED07E","2021-02-24","12:42:00","clark_01","HS","1","AH","R4","D3","O","T","C","0","1860","SE","1310","550","300","250","100","175","BR","-","3F","D","1","100.0","3.0","0","0.0","0.0","Triggered by one 5# charge. Debris ran over shed, under power lines, and terminated just above Bear Creek and ~300 lineal feet from US Hwy 2. Extensive vegetation damage in path. Investigation on Feb 25 confirmed that mid-Jan. FC was the failure layer.","Adam","2021-03-08 13:11:01","10.30.72.4",NULL,"0000-00-00 00:00:00",NULL
"472","JAKES","2021-03-01","16:00:00","clark_01","HS","5","NL","R1","D2","O","M","C","0","1464","S","1342","122","20","40","20","30","TR","-","U","U","0","0.0","0.0","0","0.0","0.0","Small slab triggered by wet loose avalanche. Debris ran 3/4 path terminating above the rail.","Adam","2021-03-08 13:13:57","10.30.72.4",NULL,"0000-00-00 00:00:00",NULL
"473","IBEAM","2021-03-04","16:30:00","clark_01","HS","5","NU","R4","D3","O","T","C","0","2256","SW","1400","856","200","200","80","140","TR","-","U","W","0","0.0","0.0","0","0.0","0.0","Likely started as dry slab but then entrained wet snow on the way down. Debris terminated about 2000 lineal feet from US Hwy 2, or about 3/4 path. Suspect mid-Jan. FC as failure layer. Extensive vegetation damage in the path.","Adam","2021-03-08 13:21:43","10.30.72.4",NULL,"0000-00-00 00:00:00",NULL
"474","AP1163H","2021-03-04","16:00:00","clark_01","WL","5","NU","R2","D2","O","T","L","0","1830","SW","1400","430","0","0","0","0","TR","-","U","W","0","0.0","0.0","0","0.0","0.0","Debris ran to usual low-angled bench, terminating about 2/3rds distance down the path. Also observed several other D1 wet loose in the Program Area during Mar 1-6 warm period. All associated debris terminated above the rail.","Adam","2021-03-08 13:25:11","10.30.72.4",NULL,"0000-00-00 00:00:00",NULL
"475","MCAMSER","2021-03-11","14:30:00","clark_01","HS","5","NC","R2","D2.5","O","T","R","0","2348","E","2040","308","100","200","50","125","TR","-","U","U","0","0.0","0.0","0","0.0","0.0","Obs from Hwy 2 on Mar 11. This was new since Mar. and suspect it ran sometime in the previous 24 hours.","Adam","2021-03-23 23:53:56","10.30.72.4",NULL,"0000-00-00 00:00:00",NULL
"476","TestSlope3","2021-12-16","12:15:00","clark_01","SS","2","AS","R3","D1.5","I","T","C","0","1700","SE","1650","50","10","30","10","20","U","BP","U","D","0","0.0","0.0","0","0.0","0.0",,"Adam","2021-12-17 00:27:18","184.166.43.50",NULL,"0000-00-00 00:00:00",NULL
"477","SHED07W","2021-12-22","13:00:00","clark_01","SS","5","NC","R1","D1.5","S","T","C","0","2058","N","2000","58","20","75","15","45","U","TP","U","U","0","0.0","0.0","0","0.0","0.0","Observed 2 avalanches of this type right next to each other on the ridge.","Adam","2021-12-22 19:50:58","10.30.72.4",NULL,"0000-00-00 00:00:00",NULL
"478","INFINITY","2021-12-26","06:00:00","clark_01","SS","5","NU","R2","D2","I","T","C","0","1830","S","1400","430","50","75","25","50","TK","-","U","U","0","0.0","0.0","0","0.0","0.0","Observed from Hwy 2 at sunset 12/26. This ran about 3/4 path. Assuming it is wind slab formed from the recent NE winds.","Adam","2021-12-26 21:09:51","10.30.72.4",NULL,"0000-00-00 00:00:00",NULL
"479","PATH1163","2022-01-07","15:30:00","clark_01","SS","5","NU","U","D2","U","U","U","0","0","S","1402","0","0","0","0","0","TR","-","U","U","0","0.0","0.0","0","0.0","0.0","Obs from Hwy when visibility was poor. Could only see the debris pile. No other details known (AC, 1/7/21 @1800)","Adam","2022-01-07 20:06:43","10.30.72.4",NULL,"0000-00-00 00:00:00",NULL
"480","SECOND","2022-01-08","00:30:00","clark_01","SS","5","NU","R4","D2","O","T","C","0","1646","SE","1297","349","100","130","25","78","BR","-","U","U","1","20.0","4.0","0","0.0","0.0","Slide fence indication and then reported by Helper Engine crew (photo)","Adam","2022-01-09 19:57:07","10.30.72.4",NULL,"0000-00-00 00:00:00",NULL
"481","AP1163H","2022-01-08","01:30:00","clark_01","SS","5","NU","U","D2","U","T","C","0","1890","N","1400","490","0","0","0","0","TR","-","U","U","0","0.0","0.0","0","0.0","0.0","Obs from Hwy. no crown visible, just debris pile","Adam","2022-01-09 19:59:15","10.30.72.4",NULL,"0000-00-00 00:00:00",NULL
"482","CURLY","2022-01-08","01:30:00","clark_01","SS","5","NU","U","D2","U","U","U","0","0","N","1370","0","0","0","0","0","BR","-","U","U","0","0.0","0.0","0","0.0","0.0","Only data is the debris pile size and location","Adam","2022-01-09 20:01:08","10.30.72.4",NULL,"0000-00-00 00:00:00",NULL
"483","SHED07WP","2022-01-13","15:00:00","clark_01","WL","5","NU","U","D1.5","I","U","U","0","1524","SE","1340","184","0","0","0","0","U","BP","U","W","1","15.0","2.0","0","0.0","0.0","Buried Main 1 and stopped an east-bound train. Front-end loader used to clear debris. Start zone not visible. due to trees.","Adam","2022-01-14 20:00:22","10.30.72.4","Adam","2022-03-08 00:59:39","184.166.43.50"
"484","AP1163H","2022-01-13","16:00:00","clark_01","WL","5","NU","R3","D1.5","O","T","C","0","1740","SW","1400","340","0","0","0","0","TR","-","U","W","0","0.0","0.0","0","0.0","0.0",,"Adam","2022-01-14 20:20:47","10.30.72.4",NULL,"0000-00-00 00:00:00",NULL
"485","PATH1163","2022-01-13","16:00:00","clark_01","WL","5","NU","R2","D1.5","I","U","C","0","0","S","1400","0","0","0","0","0","TR","-","U","W","0","0.0","0.0","0","0.0","0.0","Unknown exactly where this avalanche started, but somewhere in the main path","Adam","2022-01-14 20:22:20","10.30.72.4",NULL,"0000-00-00 00:00:00",NULL
"486","PATH1163","2022-01-31","11:30:00","clark_01","SS","5","NU","R2","D2","I","T","L","38","2190","SE","1400","790","80","50","25","38","U","-","U","U","0","0.0","0.0","0","0.0","0.0","Only crown visible and mostly filled back in with wind-blown snow. Runout uncertain but estimating the usual bench at 4600' Suspect this ran on Jan 31 when winds were blowing from SW. ","Adam","2022-02-02 13:37:43","170.49.113.17","Adam","2022-02-02 13:46:20","170.49.113.17"
"487","PATH1163","2022-02-02","03:30:00","clark_01","SS","5","NU","R2","D2","I","T","R","38","2165","SW","1400","765","45","50","25","38","TR","-","U","D","0","0.0","0.0","0","0.0","0.0","A more recent avalanche. Best estimate is that it ran last night after the wind-loading from the recent NE winds","Adam","2022-02-02 13:45:48","170.49.113.17",NULL,"0000-00-00 00:00:00",NULL
"488","UMBRELLA","2022-02-10","14:47:00","clark_01","WL","5","NU","R2","D1","O","T","C","45","1388","E","1355","33","0","0","0","0","U","BP","U","W","0","0.0","0.0","0","0.0","0.0","Debris terminated just above the rail grade.","Adam","2022-02-11 16:49:43","170.49.113.19",NULL,"0000-00-00 00:00:00",NULL
"489","PATH1163","2022-02-10","14:49:00","clark_01","WL","5","NU","R1","D2","O","M","L","0","0","SW","1400","0","0","0","0","0","TR","-","U","W","0","0.0","0.0","0","0.0","0.0","Initiated in a gully looker's right about halfway up the path. Debris flowed out into the main path and terminated at the 4600' bench","Adam","2022-02-11 16:51:42","170.49.113.19","Adam","2022-02-17 18:45:51","170.49.113.19"
"490","AP1163H","2022-02-20","09:45:00","clark_01","U","5","NU","U","D1.5","S","T","C","0","0","SW","1460","0","0","0","0","0","TK","-","U","D","0","0.0","0.0","0","0.0","0.0","Limited visibility and new snow made observations difficult. Unsure if this was a slab or loose.","Adam","2022-02-20 13:14:27","170.49.113.17","Adam","2022-02-20 13:16:28","170.49.113.17"
"491","PATH1163","2022-02-20","09:45:00","clark_01","L","5","NU","R1","D1.5","S","T","L","0","2165","SE","1465","700","0","0","0","0","TK","-","U","D","0","0.0","0.0","0","0.0","0.0","Small dry loose from all the way at the top of the path.","Adam","2022-02-20 13:16:16","170.49.113.17",NULL,"0000-00-00 00:00:00",NULL
"492","JAKES","2022-02-28","07:50:00","clark_01","WL","5","NU","R2","D1.5","I","T","C","40","1525","S","1372","153","0","0","0","0","MR","-","U","M","0","0.0","0.0","0","0.0","0.0","Debris terminus elevation estimated","Adam","2022-02-28 14:47:46","170.49.113.19",NULL,"0000-00-00 00:00:00",NULL
"493","AP1163H","2022-02-28","07:40:00","clark_01","WL","5","NU","R1","D1","I","T","C","40","1770","SW","1450","320","0","0","0","0","MR","-","U","M","0","0.0","0.0","0","0.0","0.0","Elevation data estimated. All that was clearly visible was D1-size debris piles on the 4600' bench. Two, D1-size debris piles visible. 2nd one may have run from the main path?","Adam","2022-02-28 14:50:02","170.49.113.19","Adam","2022-02-28 14:51:44","170.49.113.19"
"494","PATH1163","2022-03-01","07:35:00","clark_01","U","5","NU","U","D2.5","I","T","U","0","0","S","1400","0","0","0","0","0","MR","-","U","W","0","0.0","0.0","0","0.0","0.0","Path obscured by fog, no other details known. Unsure, but suspect this initiated as a soft slab, but entrained wet snow on the way down.","Adam","2022-03-01 13:32:54","170.49.113.17","Adam","2022-03-15 13:34:54","10.30.72.4"
"495","AP1163H","2022-03-01","07:35:00","clark_01","WL","5","NU","R3","D1.5","I","T","U","40","1740","SW","1400","340","0","0","0","0","MR","-","U","W","0","0.0","0.0","0","0.0","0.0","Multiple D1-1.5 wet loose on the headwall. All debris stopping on the 4600' bench","Adam","2022-03-01 13:34:38","170.49.113.17","Adam","2022-03-01 13:38:11","170.49.113.17"
"496","SHED10","2022-03-01","07:35:00","clark_01","U","5","NU","U","D2","I","T","C","40","2040","SE","1585","455","0","0","0","0","TK","-","U","W","0","0.0","0.0","0","0.0","0.0","This is in the Shed 10 Main Feeder path. View of SZ obscured, but could see avalanche initiate near top of the path","Adam","2022-03-01 13:37:57","170.49.113.17",NULL,"0000-00-00 00:00:00",NULL
"497","CURLY","2022-03-01","07:50:00","clark_01","WL","5","NU","R3","D2","I","T","U","40","1860","N","1385","475","0","0","0","0","BR","-","U","W","0","0.0","0.0","0","0.0","0.0","Start zone obscured by fog. Details lacking.","Adam","2022-03-01 13:42:20","170.49.113.17","Adam","2022-03-08 00:58:55","184.166.43.50"
"498","LARRY","2022-03-01","07:50:00","clark_01","WL","5","NU","R3","D2","I","T","U","40","1860","N","1300","560","0","0","0","0","BR","-","U","W","0","0.0","0.0","0","0.0","0.0","Start zone obscured by fog, details lacking. Debris terminated 30 meters from the highway","Adam","2022-03-01 13:44:41","170.49.113.17","Adam","2022-03-08 00:58:14","184.166.43.50"
"499","SHED09L","2022-03-01","12:20:00","clark_01","WL","5","NU","R2","D2","I","T","C","40","1710","SW","1400","310","0","0","0","0","MR","-","U","W","0","0.0","0.0","0","0.0","0.0",,"Adam","2022-03-01 16:41:19","170.49.113.17",NULL,"0000-00-00 00:00:00",NULL
"500","FRYPAN","2022-03-01","14:41:00","clark_01","WL","5","NU","R2","D2","I","T","C","0","1850","NE","1460","390","0","0","0","0","MR","-","U","U","0","0.0","0.0","0","0.0","0.0","SZ elevation estimated","Adam","2022-03-01 16:43:55","170.49.113.17",NULL,"0000-00-00 00:00:00",NULL
"501","AP1183","2022-03-01","05:00:00","clark_01","SS","5","NU","R3","D2.5","I","T","R","38","1737","NE","1067","670","215","100","35","68","BR","-","1F","W","0","0.0","0.0","0","0.0","0.0","1st observed on Mar. 2nd. then investigated the starting zone on Mar.7th. First initiated as a storm slab that failed at the new/old snow interface. Debris entrained a lot of wet snow on the way down and it was wet debris at the terminus which reached about 100 yards from the rail.","Adam","2022-03-08 17:43:16","10.30.72.4",NULL,"0000-00-00 00:00:00",NULL
